ElementId,Name,Wall Type,Level,Length (m),Area (m²),Volume (m³),OriX,OriY,OriZ,Azimuth (°)
378328,"36"" x 48""",,04,,5.07,0.16,,,,
378329,2.5x2.5,,02,,10.41,0.23,,,,
378330,0915 x 1830mm,,01,,11.32,0.18,,,,
378331,2.5x2.5,,03,,10.41,0.23,,,,
378332,"36"" x 48""",,04,,5.07,0.16,,,,
378333,"36"" x 48""",,04,,5.07,0.16,,,,
378334,2.5x2.5,,02,,10.41,0.23,,,,
378335,0915 x 1830mm,,01,,11.32,0.18,,,,
378424,2.5x2.5,,03,,10.41,0.23,,,,
378425,"36"" x 48""",,04,,5.07,0.16,,,,
378426,"36"" x 48""",,04,,5.07,0.16,,,,
378427,2.5x2.5,,02,,10.41,0.23,,,,
378428,0915 x 1830mm,,01,,11.32,0.18,,,,
378429,2.5x2.5,,03,,10.41,0.23,,,,
378430,"36"" x 48""",,04,,5.07,0.16,,,,
378431,"36"" x 48""",,04,,5.07,0.16,,,,
378432,2.5x2.5,,02,,10.41,0.23,,,,
378433,0915 x 1830mm,,01,,11.32,0.18,,,,
378434,2.5x2.5,,03,,10.41,0.23,,,,
378435,"36"" x 48""",,04,,5.07,0.16,,,,
378436,"36"" x 48""",,04,,5.07,0.16,,,,
378437,2.5x2.5,,02,,10.41,0.23,,,,
378438,0915 x 1830mm,,01,,11.32,0.18,,,,
378439,2.5x2.5,,03,,10.41,0.23,,,,
378440,"36"" x 48""",,04,,5.07,0.16,,,,
378441,"36"" x 48""",,04,,5.07,0.16,,,,
378442,2.5x2.5,,02,,10.41,0.23,,,,
378443,0915 x 1830mm,,01,,11.32,0.18,,,,
378444,2.5x2.5,,03,,10.41,0.23,,,,
378445,"36"" x 48""",,04,,5.07,0.16,,,,
378446,"36"" x 48""",,04,,5.07,0.16,,,,
378447,2.5x2.5,,02,,10.41,0.23,,,,
378448,0915 x 1830mm,,01,,11.32,0.18,,,,
378507,2.5x2.5,,03,,10.41,0.23,,,,
378508,"36"" x 48""",,04,,5.07,0.16,,,,
378509,"36"" x 48""",,04,,5.07,0.16,,,,
378510,2.5x2.5,,02,,10.41,0.23,,,,
378511,0915 x 1830mm,,01,,11.32,0.18,,,,
378512,2.5x2.5,,03,,10.41,0.23,,,,
378513,"36"" x 48""",,04,,5.07,0.16,,,,
378514,"36"" x 48""",,04,,5.07,0.16,,,,
378515,2.5x2.5,,02,,10.41,0.23,,,,
378516,0915 x 1830mm,,01,,11.32,0.18,,,,
378517,2.5x2.5,,03,,10.41,0.23,,,,
378518,"36"" x 48""",,04,,5.07,0.16,,,,
378519,"36"" x 48""",,04,,5.07,0.16,,,,
378520,2.5x2.5,,02,,10.41,0.23,,,,
378521,0915 x 1830mm,,01,,11.32,0.18,,,,
378522,2.5x2.5,,03,,10.41,0.23,,,,
378523,"36"" x 48""",,04,,5.07,0.16,,,,
378524,"36"" x 48""",,04,,5.07,0.16,,,,
378525,2.5x2.5,,02,,10.41,0.23,,,,
378526,0915 x 1830mm,,01,,11.32,0.18,,,,
378527,2.5x2.5,,03,,10.41,0.23,,,,
378528,"36"" x 48""",,04,,5.07,0.16,,,,
378529,"36"" x 48""",,04,,5.07,0.16,,,,
378530,2.5x2.5,,02,,10.41,0.23,,,,
378531,0915 x 1830mm,,01,,11.32,0.18,,,,
383539,2.5x2.5,,03,,10.41,0.23,,,,
383540,"36"" x 48""",,04,,5.07,0.16,,,,
383541,"36"" x 48""",,04,,5.07,0.16,,,,
383542,2.5x2.5,,02,,10.41,0.23,,,,
383543,0915 x 1830mm,,01,,11.32,0.18,,,,
383544,2.5x2.5,,03,,10.41,0.23,,,,
383545,"36"" x 48""",,04,,5.07,0.16,,,,
383546,"36"" x 48""",,04,,5.07,0.16,,,,
383547,2.5x2.5,,02,,10.41,0.23,,,,
383548,0915 x 1830mm,,01,,11.32,0.18,,,,
383549,2.5x2.5,,03,,10.41,0.23,,,,
383550,"36"" x 48""",,04,,5.07,0.16,,,,
383551,"36"" x 48""",,04,,5.07,0.16,,,,
383552,2.5x2.5,,02,,10.41,0.23,,,,
383553,0915 x 1830mm,,01,,11.32,0.18,,,,
383554,2.5x2.5,,03,,10.41,0.23,,,,
383555,"36"" x 48""",,04,,5.07,0.16,,,,
383556,"36"" x 48""",,04,,5.07,0.16,,,,
383557,2.5x2.5,,02,,10.41,0.23,,,,
383558,0915 x 1830mm,,01,,11.32,0.18,,,,
383559,2.5x2.5,,03,,10.41,0.23,,,,
383560,"36"" x 48""",,04,,5.07,0.16,,,,
383561,"36"" x 48""",,04,,5.07,0.16,,,,
383562,2.5x2.5,,02,,10.41,0.23,,,,
383563,0915 x 1830mm,,01,,11.32,0.18,,,,
383604,2.5x2.5,,03,,10.41,0.23,,,,
383605,"36"" x 48""",,04,,5.07,0.16,,,,
383606,"36"" x 48""",,04,,5.07,0.16,,,,
383607,2.5x2.5,,02,,10.41,0.23,,,,
383608,0915 x 1830mm,,01,,11.32,0.18,,,,
383609,2.5x2.5,,03,,10.41,0.23,,,,
383610,"36"" x 48""",,04,,5.07,0.16,,,,
383611,"36"" x 48""",,04,,5.07,0.16,,,,
383612,2.5x2.5,,02,,10.41,0.23,,,,
383613,0915 x 1830mm,,01,,11.32,0.18,,,,
383614,2.5x2.5,,03,,10.41,0.23,,,,
383615,"36"" x 48""",,04,,5.07,0.16,,,,
383616,"36"" x 48""",,04,,5.07,0.16,,,,
383617,2.5x2.5,,02,,10.41,0.23,,,,
383618,0915 x 1830mm,,01,,11.32,0.18,,,,
383619,2.5x2.5,,03,,10.41,0.23,,,,
383620,"36"" x 48""",,04,,5.07,0.16,,,,
383621,"36"" x 48""",,04,,5.07,0.16,,,,
383622,2.5x2.5,,02,,10.41,0.23,,,,
383623,0915 x 1830mm,,01,,11.32,0.18,,,,
383624,2.5x2.5,,03,,10.41,0.23,,,,
383625,"36"" x 48""",,04,,5.07,0.16,,,,
383626,"36"" x 48""",,04,,5.07,0.16,,,,
383627,2.5x2.5,,02,,10.41,0.23,,,,
383628,0915 x 1830mm,,01,,11.32,0.18,,,,
383684,1830 x 0610WIDESMALL,,04,,11.45,0.18,,,,
383685,1830 x 0610WIDESMALL,,04,,11.45,0.18,,,,
383686,1830 x 0610WIDE,,04,,16.33,0.26,,,,
383687,1830 x 0610WIDE,,04,,16.33,0.26,,,,
383688,1830 x 0610WIDE,,04,,16.33,0.26,,,,
383689,1830 x 0610WIDE,,04,,16.33,0.26,,,,
383690,1830 x 0610WIDE,,04,,16.33,0.26,,,,
383691,1830 x 0610WIDE,,04,,16.33,0.26,,,,
383692,1830 x 0610WIDE,,04,,16.33,0.26,,,,
383779,1830 x 0610WIDESMALL,,03,,11.45,0.18,,,,
383780,1830 x 0610WIDESMALL,,03,,11.45,0.18,,,,
383781,1830 x 0610WIDE,,03,,16.33,0.26,,,,
383782,1830 x 0610WIDE,,03,,16.33,0.26,,,,
383783,1830 x 0610WIDE,,03,,16.33,0.26,,,,
383784,1830 x 0610WIDE,,03,,16.33,0.26,,,,
383785,1830 x 0610WIDE,,03,,16.33,0.26,,,,
383786,1830 x 0610WIDE,,03,,16.33,0.26,,,,
383787,1830 x 0610WIDE,,03,,16.33,0.26,,,,
383797,1830 x 0610WIDESMALL,,02,,11.45,0.18,,,,
383798,1830 x 0610WIDESMALL,,02,,11.45,0.18,,,,
383799,1830 x 0610WIDE,,02,,16.33,0.26,,,,
383800,1830 x 0610WIDE,,02,,16.33,0.26,,,,
383801,1830 x 0610WIDE,,02,,16.33,0.26,,,,
383802,1830 x 0610WIDE,,02,,16.33,0.26,,,,
383803,1830 x 0610WIDE,,02,,16.33,0.26,,,,
383804,1830 x 0610WIDE,,02,,16.33,0.26,,,,
383805,1830 x 0610WIDE,,02,,16.33,0.26,,,,
383875,1830 x 0610WIDESMALL,,02,,11.45,0.18,,,,
383876,1830 x 0610WIDESMALL,,02,,11.45,0.18,,,,
383877,1830 x 0610WIDE,,02,,16.33,0.26,,,,
383878,1830 x 0610WIDE,,02,,16.33,0.26,,,,
383879,1830 x 0610WIDE,,02,,16.33,0.26,,,,
383880,1830 x 0610WIDE,,02,,16.33,0.26,,,,
383881,1830 x 0610WIDE,,02,,16.33,0.26,,,,
383882,1830 x 0610WIDE,,02,,16.33,0.26,,,,
383883,1830 x 0610WIDE,,02,,16.33,0.26,,,,
383884,1830 x 0610WIDESMALL,,01,,11.45,0.18,,,,
383885,1830 x 0610WIDESMALL,,01,,11.45,0.18,,,,
383886,1830 x 0610WIDE,,01,,16.33,0.26,,,,
383887,1830 x 0610WIDE,,01,,16.33,0.26,,,,
383888,1830 x 0610WIDE,,01,,16.33,0.26,,,,
383889,1830 x 0610WIDE,,01,,16.33,0.26,,,,
383890,1830 x 0610WIDE,,01,,16.33,0.26,,,,
383891,1830 x 0610WIDE,,01,,16.33,0.26,,,,
383892,1830 x 0610WIDE,,01,,16.33,0.26,,,,
383893,1830 x 0610WIDESMALL,,00,,11.45,0.18,,,,
383894,1830 x 0610WIDESMALL,,00,,11.45,0.18,,,,
383895,1830 x 0610WIDE,,00,,16.33,0.26,,,,
383896,1830 x 0610WIDE,,00,,16.33,0.26,,,,
383897,1830 x 0610WIDE,,00,,16.33,0.26,,,,
383898,1830 x 0610WIDE,,00,,16.33,0.26,,,,
383899,1830 x 0610WIDE,,00,,16.33,0.26,,,,
383900,1830 x 0610WIDE,,00,,16.33,0.26,,,,
383901,1830 x 0610WIDE,,00,,16.33,0.26,,,,
383924,2.5x2.5,,03,,10.41,0.23,,,,
383925,"36"" x 48""",,04,,5.07,0.16,,,,
383926,"36"" x 48""",,04,,5.07,0.16,,,,
383927,2.5x2.5,,01,,10.41,0.23,,,,
383928,0915 x 1830mm,,00,,11.32,0.18,,,,
384220,2.5x2.5,,03,,10.41,0.23,,,,
384221,"36"" x 48""",,04,,5.07,0.16,,,,
384222,"36"" x 48""",,04,,5.07,0.16,,,,
384223,2.5x2.5,,01,,10.41,0.23,,,,
384224,0915 x 1830mm,,00,,11.32,0.18,,,,
384246,2.5x2.5,,03,,10.41,0.23,,,,
384247,"36"" x 48""",,04,,5.07,0.16,,,,
384248,"36"" x 48""",,04,,5.07,0.16,,,,
384249,2.5x2.5,,01,,10.41,0.23,,,,
384250,0915 x 1830mm,,00,,11.32,0.18,,,,
384257,2.5x2.5,,03,,10.41,0.23,,,,
384258,"36"" x 48""",,04,,5.07,0.16,,,,
384259,"36"" x 48""",,04,,5.07,0.16,,,,
384260,2.5x2.5,,01,,10.41,0.23,,,,
384261,0915 x 1830mm,,00,,11.32,0.18,,,,
384268,2.5x2.5,,03,,10.41,0.23,,,,
384269,"36"" x 48""",,04,,5.07,0.16,,,,
384270,"36"" x 48""",,04,,5.07,0.16,,,,
384271,2.5x2.5,,01,,10.41,0.23,,,,
384272,0915 x 1830mm,,00,,11.32,0.18,,,,
384279,2.5x2.5,,03,,10.41,0.23,,,,
384280,"36"" x 48""",,04,,5.07,0.16,,,,
384281,"36"" x 48""",,04,,5.07,0.16,,,,
384282,2.5x2.5,,01,,10.41,0.23,,,,
384283,0915 x 1830mm,,00,,11.32,0.18,,,,
384290,2.5x2.5,,03,,10.41,0.23,,,,
384291,"36"" x 48""",,04,,5.07,0.16,,,,
384292,"36"" x 48""",,04,,5.07,0.16,,,,
384293,2.5x2.5,,01,,10.41,0.23,,,,
384294,0915 x 1830mm,,00,,11.32,0.18,,,,
384301,2.5x2.5,,03,,10.41,0.23,,,,
384302,"36"" x 48""",,04,,5.07,0.16,,,,
384303,"36"" x 48""",,04,,5.07,0.16,,,,
384304,2.5x2.5,,01,,10.41,0.23,,,,
384305,0915 x 1830mm,,00,,11.32,0.18,,,,
384312,2.5x2.5,,03,,10.41,0.23,,,,
384313,"36"" x 48""",,04,,5.07,0.16,,,,
384314,"36"" x 48""",,04,,5.07,0.16,,,,
384315,2.5x2.5,,01,,10.41,0.23,,,,
384316,0915 x 1830mm,,00,,11.32,0.18,,,,
384323,2.5x2.5,,03,,10.41,0.23,,,,
384324,"36"" x 48""",,04,,5.07,0.16,,,,
384325,"36"" x 48""",,04,,5.07,0.16,,,,
384326,2.5x2.5,,01,,10.41,0.23,,,,
384327,0915 x 1830mm,,00,,11.32,0.18,,,,
384334,2.5x2.5,,03,,10.41,0.23,,,,
384335,"36"" x 48""",,04,,5.07,0.16,,,,
384336,"36"" x 48""",,04,,5.07,0.16,,,,
384337,2.5x2.5,,01,,10.41,0.23,,,,
384338,0915 x 1830mm,,00,,11.32,0.18,,,,
384345,2.5x2.5,,03,,10.41,0.23,,,,
384346,"36"" x 48""",,04,,5.07,0.16,,,,
384347,"36"" x 48""",,04,,5.07,0.16,,,,
384348,2.5x2.5,,01,,10.41,0.23,,,,
384349,0915 x 1830mm,,00,,11.32,0.18,,,,
384356,2.5x2.5,,03,,10.41,0.23,,,,
384357,"36"" x 48""",,04,,5.07,0.16,,,,
384358,"36"" x 48""",,04,,5.07,0.16,,,,
384359,2.5x2.5,,01,,10.41,0.23,,,,
384360,0915 x 1830mm,,00,,11.32,0.18,,,,
384367,2.5x2.5,,03,,10.41,0.23,,,,
384368,"36"" x 48""",,04,,5.07,0.16,,,,
384369,"36"" x 48""",,04,,5.07,0.16,,,,
384370,2.5x2.5,,01,,10.41,0.23,,,,
384371,0915 x 1830mm,,00,,11.32,0.18,,,,
384378,2.5x2.5,,03,,10.41,0.23,,,,
384379,"36"" x 48""",,04,,5.07,0.16,,,,
384380,"36"" x 48""",,04,,5.07,0.16,,,,
384381,2.5x2.5,,01,,10.41,0.23,,,,
384382,0915 x 1830mm,,00,,11.32,0.18,,,,
384531,Generic - 200mm,,00,58.75,946.06,189.17,0.11,-0.99,-0.0,173.64
384532,Generic - 200mm,,00,21.99,402.81,80.56,0.11,-0.99,-0.0,173.64
384535,2.5x2.5,,03,,10.41,0.23,,,,
384536,"36"" x 48""",,04,,5.07,0.16,,,,
384537,"36"" x 48""",,04,,5.07,0.16,,,,
384538,2.5x2.5,,01,,10.41,0.23,,,,
384539,0915 x 1830mm,,00,,11.32,0.18,,,,
384540,2.5x2.5,,03,,10.41,0.23,,,,
384541,"36"" x 48""",,04,,5.07,0.16,,,,
384542,"36"" x 48""",,04,,5.07,0.16,,,,
384543,2.5x2.5,,01,,10.41,0.23,,,,
384544,0915 x 1830mm,,00,,11.32,0.18,,,,
384545,2.5x2.5,,03,,10.41,0.23,,,,
384546,"36"" x 48""",,04,,5.07,0.16,,,,
384547,"36"" x 48""",,04,,5.07,0.16,,,,
384548,2.5x2.5,,01,,10.41,0.23,,,,
384549,0915 x 1830mm,,00,,11.32,0.18,,,,
384550,2.5x2.5,,03,,10.41,0.23,,,,
384551,"36"" x 48""",,04,,5.07,0.16,,,,
384552,"36"" x 48""",,04,,5.07,0.16,,,,
384553,2.5x2.5,,01,,10.41,0.23,,,,
384554,0915 x 1830mm,,00,,11.32,0.18,,,,
384555,2.5x2.5,,03,,10.41,0.23,,,,
384556,"36"" x 48""",,04,,5.07,0.16,,,,
384557,"36"" x 48""",,04,,5.07,0.16,,,,
384558,2.5x2.5,,01,,10.41,0.23,,,,
384559,0915 x 1830mm,,00,,11.32,0.18,,,,
384560,2.5x2.5,,03,,10.41,0.23,,,,
384561,"36"" x 48""",,04,,5.07,0.16,,,,
384562,"36"" x 48""",,04,,5.07,0.16,,,,
384563,2.5x2.5,,01,,10.41,0.23,,,,
384564,0915 x 1830mm,,00,,11.32,0.18,,,,
384565,2.5x2.5,,03,,10.41,0.23,,,,
384566,"36"" x 48""",,04,,5.07,0.16,,,,
384567,"36"" x 48""",,04,,5.07,0.16,,,,
384568,2.5x2.5,,01,,10.41,0.23,,,,
384569,0915 x 1830mm,,00,,11.32,0.18,,,,
384570,2.5x2.5,,03,,10.41,0.23,,,,
384571,"36"" x 48""",,04,,5.07,0.16,,,,
384572,"36"" x 48""",,04,,5.07,0.16,,,,
384573,2.5x2.5,,01,,10.41,0.23,,,,
384574,0915 x 1830mm,,00,,11.32,0.18,,,,
384575,2.5x2.5,,03,,10.41,0.23,,,,
384576,"36"" x 48""",,04,,5.07,0.16,,,,
384577,"36"" x 48""",,04,,5.07,0.16,,,,
384578,2.5x2.5,,01,,10.41,0.23,,,,
384579,0915 x 1830mm,,00,,11.32,0.18,,,,
384580,2.5x2.5,,03,,10.41,0.23,,,,
384581,"36"" x 48""",,04,,5.07,0.16,,,,
384582,"36"" x 48""",,04,,5.07,0.16,,,,
384583,2.5x2.5,,01,,10.41,0.23,,,,
384584,0915 x 1830mm,,00,,11.32,0.18,,,,
384585,2.5x2.5,,03,,10.41,0.23,,,,
384586,"36"" x 48""",,04,,5.07,0.16,,,,
384587,"36"" x 48""",,04,,5.07,0.16,,,,
384588,2.5x2.5,,01,,10.41,0.23,,,,
384589,0915 x 1830mm,,00,,11.32,0.18,,,,
384590,2.5x2.5,,03,,10.41,0.23,,,,
384591,"36"" x 48""",,04,,5.07,0.16,,,,
384592,"36"" x 48""",,04,,5.07,0.16,,,,
384593,2.5x2.5,,01,,10.41,0.23,,,,
384594,0915 x 1830mm,,00,,11.32,0.18,,,,
384595,2.5x2.5,,03,,10.41,0.23,,,,
384596,"36"" x 48""",,04,,5.07,0.16,,,,
384597,"36"" x 48""",,04,,5.07,0.16,,,,
384598,2.5x2.5,,01,,10.41,0.23,,,,
384599,0915 x 1830mm,,00,,11.32,0.18,,,,
384600,2.5x2.5,,03,,10.41,0.23,,,,
384601,"36"" x 48""",,04,,5.07,0.16,,,,
384602,"36"" x 48""",,04,,5.07,0.16,,,,
384603,2.5x2.5,,01,,10.41,0.23,,,,
384604,0915 x 1830mm,,00,,11.32,0.18,,,,
384605,2.5x2.5,,03,,10.41,0.23,,,,
384606,"36"" x 48""",,04,,5.07,0.16,,,,
384607,"36"" x 48""",,04,,5.07,0.16,,,,
384608,2.5x2.5,,01,,10.41,0.23,,,,
384609,0915 x 1830mm,,00,,11.32,0.18,,,,
384610,2.5x2.5,,03,,10.41,0.23,,,,
384611,"36"" x 48""",,04,,5.07,0.16,,,,
384612,"36"" x 48""",,04,,5.07,0.16,,,,
384613,2.5x2.5,,01,,10.41,0.23,,,,
384614,0915 x 1830mm,,00,,11.32,0.18,,,,
384615,2.5x2.5,,03,,10.41,0.23,,,,
384616,"36"" x 48""",,04,,5.07,0.16,,,,
384617,"36"" x 48""",,04,,5.07,0.16,,,,
384618,2.5x2.5,,01,,10.41,0.23,,,,
384619,0915 x 1830mm,,00,,11.32,0.18,,,,
384620,2.5x2.5,,03,,10.41,0.23,,,,
384621,"36"" x 48""",,04,,5.07,0.16,,,,
384622,"36"" x 48""",,04,,5.07,0.16,,,,
384623,2.5x2.5,,01,,10.41,0.23,,,,
384624,0915 x 1830mm,,00,,11.32,0.18,,,,
384673,0915 x 1830mm,,01,,11.32,0.18,,,,
384763,0915 x 1830mm,,01,,11.32,0.18,,,,
384816,0915 x 1830mm,,01,,11.32,0.18,,,,
384817,0915 x 1830mm,,01,,11.32,0.18,,,,
384958,Generic - 200mm,,00,19.04,151.61,30.3,-1.0,0.0,-0.0,270.0
385910,2.5x2.5,,03,,10.41,0.23,,,,
385911,2.5x2.5,,01,,10.41,0.23,,,,
385912,0915 x 1830mmdoor,,00,,14.42,0.22,,,,
386006,2.5x2.5,,04,,10.41,0.23,,,,
386486,2.5x2.5,,03,,10.41,0.23,,,,
386487,2.5x2.5,,01,,10.41,0.23,,,,
386488,0915 x 1830mmdoor,,00,,14.42,0.22,,,,
386489,2.5x2.5,,04,,10.41,0.23,,,,
386643,2.5x2.5,,03,,10.41,0.23,,,,
386644,2.5x2.5,,01,,10.41,0.23,,,,
386645,0915 x 1830mm,,00,,11.32,0.18,,,,
386646,2.5x2.5,,04,,10.41,0.23,,,,
386713,2.5x2.5,,03,,10.41,0.23,,,,
386714,2.5x2.5,,01,,10.41,0.23,,,,
386715,0915 x 1830mm,,00,,11.32,0.18,,,,
386716,2.5x2.5,,04,,10.41,0.23,,,,
386728,2.5x2.5,,03,,10.41,0.23,,,,
386729,2.5x2.5,,01,,10.41,0.23,,,,
386730,0915 x 1830mm,,00,,11.32,0.18,,,,
386731,2.5x2.5,,04,,10.41,0.23,,,,
386743,2.5x2.5,,03,,10.41,0.23,,,,
386744,2.5x2.5,,01,,10.41,0.23,,,,
386745,0915 x 1830mm,,00,,11.32,0.18,,,,
386746,2.5x2.5,,04,,10.41,0.23,,,,
386770,2.5x2.5,,03,,10.41,0.23,,,,
386771,2.5x2.5,,01,,10.41,0.23,,,,
386772,0915 x 1830mm,,00,,11.32,0.18,,,,
386773,2.5x2.5,,04,,10.41,0.23,,,,
386774,2.5x2.5,,03,,10.41,0.23,,,,
386775,2.5x2.5,,01,,10.41,0.23,,,,
386776,0915 x 1830mm,,00,,11.32,0.18,,,,
386777,2.5x2.5,,04,,10.41,0.23,,,,
386778,2.5x2.5,,03,,10.41,0.23,,,,
386779,2.5x2.5,,01,,10.41,0.23,,,,
386780,0915 x 1830mm,,00,,11.32,0.18,,,,
386781,2.5x2.5,,04,,10.41,0.23,,,,
395190,2.5x2.5,,03,,10.41,0.23,,,,
395191,"36"" x 48""",,04,,5.07,0.16,,,,
395192,"36"" x 48""",,04,,5.07,0.16,,,,
395193,2.5x2.5,,02,,10.41,0.23,,,,
395194,0915 x 1830mm,,01,,11.32,0.18,,,,
395195,2.5x2.5,,03,,10.41,0.23,,,,
395196,"36"" x 48""",,04,,5.07,0.16,,,,
395197,"36"" x 48""",,04,,5.07,0.16,,,,
395198,2.5x2.5,,02,,10.41,0.23,,,,
395199,0915 x 1830mm,,01,,11.32,0.18,,,,
395200,2.5x2.5,,03,,10.41,0.23,,,,
395201,"36"" x 48""",,04,,5.07,0.16,,,,
395202,"36"" x 48""",,04,,5.07,0.16,,,,
395203,2.5x2.5,,02,,10.41,0.23,,,,
395204,0915 x 1830mm,,01,,11.32,0.18,,,,
395205,2.5x2.5,,03,,10.41,0.23,,,,
395206,"36"" x 48""",,04,,5.07,0.16,,,,
395207,"36"" x 48""",,04,,5.07,0.16,,,,
395208,2.5x2.5,,02,,10.41,0.23,,,,
395209,0915 x 1830mm,,01,,11.32,0.18,,,,
395210,2.5x2.5,,03,,10.41,0.23,,,,
395211,"36"" x 48""",,04,,5.07,0.16,,,,
395212,"36"" x 48""",,04,,5.07,0.16,,,,
395213,2.5x2.5,,02,,10.41,0.23,,,,
395214,0915 x 1830mm,,01,,11.32,0.18,,,,
395261,2.5x2.5,,03,,10.41,0.23,,,,
395262,"36"" x 48""",,04,,5.07,0.16,,,,
395263,"36"" x 48""",,04,,5.07,0.16,,,,
395264,2.5x2.5,,02,,10.41,0.23,,,,
395265,0915 x 1830mm,,01,,11.32,0.18,,,,
395266,2.5x2.5,,03,,10.41,0.23,,,,
395267,"36"" x 48""",,04,,5.07,0.16,,,,
395268,"36"" x 48""",,04,,5.07,0.16,,,,
395269,2.5x2.5,,02,,10.41,0.23,,,,
395270,0915 x 1830mm,,01,,11.32,0.18,,,,
395271,2.5x2.5,,03,,10.41,0.23,,,,
395272,"36"" x 48""",,04,,5.07,0.16,,,,
395273,"36"" x 48""",,04,,5.07,0.16,,,,
395274,2.5x2.5,,02,,10.41,0.23,,,,
395275,0915 x 1830mm,,01,,11.32,0.18,,,,
395276,2.5x2.5,,03,,10.41,0.23,,,,
395277,"36"" x 48""",,04,,5.07,0.16,,,,
395278,"36"" x 48""",,04,,5.07,0.16,,,,
395279,2.5x2.5,,02,,10.41,0.23,,,,
395280,0915 x 1830mm,,01,,11.32,0.18,,,,
395281,2.5x2.5,,03,,10.41,0.23,,,,
395282,"36"" x 48""",,04,,5.07,0.16,,,,
395283,"36"" x 48""",,04,,5.07,0.16,,,,
395284,2.5x2.5,,02,,10.41,0.23,,,,
395285,0915 x 1830mm,,01,,11.32,0.18,,,,
395346,"36"" x 48""",,04,,5.07,0.16,,,,
395347,"36"" x 48""",,04,,5.07,0.16,,,,
395348,"36"" x 48""",,04,,5.07,0.16,,,,
395349,"36"" x 48""",,04,,5.07,0.16,,,,
395350,"36"" x 48""",,04,,5.07,0.16,,,,
395351,"36"" x 48""",,04,,5.07,0.16,,,,
395352,"36"" x 48""",,04,,5.07,0.16,,,,
395353,"36"" x 48""",,04,,5.07,0.16,,,,
395354,"36"" x 48""",,04,,5.07,0.16,,,,
395355,"36"" x 48""",,04,,5.07,0.16,,,,
395452,"36"" x 48""",,04,,5.07,0.16,,,,
395453,"36"" x 48""",,04,,5.07,0.16,,,,
395454,"36"" x 48""",,04,,5.07,0.16,,,,
395508,"36"" x 48""",,04,,5.07,0.16,,,,
