# TMY Data Generated: 2025-07-11 05:30:17
# Solar Position Calculations: ISO 15927-4 with improved accuracy
# Azimuth Convention: North=0°, East=90°, South=180°, West=270°
# Total Records: 8760
DateTime,Temperature_C,Humidity_percent,Pressure_hPa,WindSpeed_ms,WindDirection_deg,CloudCover_percent,GHI_Wm2,DNI_Wm2,DHI_Wm2,SolarElevation_deg,SolarAzimuth_deg,AirMass,ClearnessIndex
2023-01-01 00:00:00,-5.6,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-01 01:00:00,-6.4,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-01 02:00:00,-6.6,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-01 03:00:00,-6.4,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-01 04:00:00,-5.6,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-01 05:00:00,-4.3,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-01 06:00:00,-2.6,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-01 07:00:00,-0.7,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0.8,1.8,0.7,0.6,229.0,0.0,0.5
2023-01-01 08:00:00,1.4,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,10.8,20.2,8.4,6.8,216.64,0.0,0.5
2023-01-01 09:00:00,3.4,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,20.6,33.7,14.0,11.37,203.45,0.0,0.5
2023-01-01 10:00:00,5.4,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,27.1,41.4,17.1,13.97,189.55,0.0,0.5
2023-01-01 11:00:00,7.0,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,28.1,42.6,17.6,14.35,175.32,0.0,0.5
2023-01-01 12:00:00,8.3,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,23.4,37.1,15.3,12.5,161.26,0.0,0.5
2023-01-01 13:00:00,9.1,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,14.4,25.4,10.6,8.57,147.8,0.0,0.5
2023-01-01 14:00:00,9.4,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,4.0,8.6,3.6,2.89,135.15,0.0,0.5
2023-01-01 15:00:00,9.1,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-01 16:00:00,8.3,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-01 17:00:00,7.0,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-01 18:00:00,5.4,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-01 19:00:00,3.4,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-01 20:00:00,1.4,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-01 21:00:00,-0.7,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-01 22:00:00,-2.6,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-01 23:00:00,-4.3,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-02 00:00:00,-5.7,79.5012906451439,1013.25,4.0416278206559815,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-02 01:00:00,-6.5,79.5012906451439,1013.25,4.0416278206559815,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-02 02:00:00,-6.8,79.5012906451439,1013.25,4.0416278206559815,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-02 03:00:00,-6.5,79.5012906451439,1013.25,4.0416278206559815,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-02 04:00:00,-5.7,79.5012906451439,1013.25,4.0416278206559815,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-02 05:00:00,-4.4,79.5012906451439,1013.25,4.0416278206559815,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-02 06:00:00,-2.8,79.5012906451439,1013.25,4.0416278206559815,180.0,50.0,0,0,0,0,0,0.0,0.5
2023-01-02 07:00:00,-0.9,79.5012906451439,1013.25,4.0416278206559815,180.0,50.0,0.8,1.8,0.8,0.62,229.13,0.0,0.5
2023-01-02 08:00:00,1.2,79.5012906451439,1013.25,4.0416278206559815,180.0,50.0,10.9,20.3,8.5,6.84,216.77,0.0,0.5
