# TMY Data Generated: 2025-07-15 07:07:36
# Solar Position Calculations: ISO 15927-4 with improved accuracy
# Azimuth Convention: North=0°, East=90°, South=180°, West=270°
# Total Records: 8760
DateTime,Temperature_C,Humidity_percent,Pressure_hPa,WindSpeed_ms,WindDirection_deg,CloudCover_percent,GHI_Wm2,DNI_Wm2,DHI_Wm2,SolarElevation_deg,SolarAzimuth_deg,AirMass,ClearnessIndex
2023-01-01 00:00:00,-5.6,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0.0,0.0,0.0,0,0,0.0,0.5
2023-01-01 01:00:00,-6.4,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0.0,0.0,0.0,0,0,0.0,0.5
2023-01-01 02:00:00,-6.6,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0.0,0.0,0.0,0,0,0.0,0.5
2023-01-01 03:00:00,-6.4,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0.0,0.0,0.0,0,0,0.0,0.5
2023-01-01 04:00:00,-5.6,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0.0,0.0,0.0,0,0,0.0,0.5
2023-01-01 05:00:00,-4.3,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0.0,0.0,0.0,0,0,0.0,0.5
2023-01-01 06:00:00,-2.6,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0.0,0.0,0.0,0,0,0.0,0.5
2023-01-01 07:00:00,-0.7,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,0.68,1.615,0.68,0.63,228.94,0.0,0.5
2023-01-01 08:00:00,1.4,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,9.18,17.169999999999998,7.14,6.82,216.57,0.0,0.5
2023-01-01 09:00:00,3.4,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,17.51,28.729999999999997,11.9,11.38,203.37,0.0,0.5
2023-01-01 10:00:00,5.4,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,23.035,35.19,14.535,13.97,189.48,0.0,0.5
2023-01-01 11:00:00,7.0,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,23.885,36.125,14.96,14.34,175.25,0.0,0.5
2023-01-01 12:00:00,8.3,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,19.805,31.45,13.005,12.48,161.19,0.0,0.5
2023-01-01 13:00:00,9.1,79.42200103765902,1013.25,4.027077708642373,180.0,50.0,12.155000000000001,21.505,8.924999999999999,8.54,147.73,0.0,0.5
