# TMY Data Generated: 2025-07-11 03:18:59
# Solar Position Calculations: ISO 15927-4 with improved accuracy
# Azimuth Convention: North=0°, East=90°, South=180°, West=270°
# Total Records: 8760
DateTime,Temperature_C,Humidity_percent,Pressure_hPa,WindSpeed_ms,WindDirection_deg,CloudCover_percent,GHI_Wm2,DNI_Wm2,DHI_Wm2,SolarElevation_deg,SolarAzimuth_deg,AirMass,ClearnessIndex
2023-01-01T00:00:00,12.763019440708291,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-01T01:00:00,12.263517328185145,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-01T02:00:00,12.093146459630486,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-01T03:00:00,12.263517328185145,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-01T04:00:00,12.763019440708291,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-01T05:00:00,13.557612553697748,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-01T06:00:00,14.593146459630486,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-01T07:00:00,15.799051234117883,65,1013.25,3.0,0,0,2.9382254551562004,9.462461939566088,2.8387385818698263,0,0,0,0.5
2023-01-01T08:00:00,17.093146459630486,65,1013.25,3.0,0,0,44.61201551647077,106.610873026906,31.9832619080718,0,0,0,0.5
2023-01-01T09:00:00,18.38724168514309,65,1013.25,3.0,0,0,88.23550354669587,177.46912358187694,53.24073707456308,0,0,0,0.5
2023-01-01T10:00:00,19.593146459630486,65,1013.25,3.0,0,0,117.58412824357934,217.20834092795334,65.162502278386,0,0,0,0.5
2023-01-01T11:00:00,20.628680365563223,65,1013.25,3.0,0,0,122.25021605453966,223.12036307516178,66.93610892254853,0,0,0,0.5
2023-01-01T12:00:00,21.42327347855268,65,1013.25,3.0,0,0,100.60506011853289,194.80229548424856,58.44068864527456,0,0,0,0.5
2023-01-01T13:00:00,21.922775591075826,65,1013.25,3.0,0,0,60.261120496866695,134.18396766371512,40.25519029911454,0,0,0,0.5
2023-01-01T14:00:00,22.093146459630486,65,1013.25,3.0,0,0,15.908741999658222,45.39641847800748,13.618925543402245,0,0,0,0.5
2023-01-01T15:00:00,21.922775591075826,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-01T16:00:00,21.42327347855268,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-01T17:00:00,20.628680365563223,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-01T18:00:00,19.593146459630486,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-01T19:00:00,18.38724168514309,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-01T20:00:00,17.093146459630486,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-01T21:00:00,15.799051234117883,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-01T22:00:00,14.593146459630486,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-01T23:00:00,13.557612553697748,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-02T00:00:00,12.93102983616069,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-02T01:00:00,12.431527723637544,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-02T02:00:00,12.261156855082884,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-02T03:00:00,12.431527723637544,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-02T04:00:00,12.93102983616069,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-02T05:00:00,13.725622949150146,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-02T06:00:00,14.761156855082884,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-02T07:00:00,15.967061629570281,65,1013.25,3.0,0,0,3.03367250178009,9.7594737887717,2.92784213663151,0,0,0,0.5
2023-01-02T08:00:00,17.261156855082884,65,1013.25,3.0,0,0,44.89598089589937,107.13918065094182,32.141754195282545,0,0,0,0.5
2023-01-02T09:00:00,18.555252080595487,65,1013.25,3.0,0,0,88.7826783527067,178.25614202667444,53.47684260800233,0,0,0,0.5
2023-01-02T10:00:00,19.761156855082884,65,1013.25,3.0,0,0,118.41150101504624,218.26385452454886,65.47915635736466,0,0,0,0.5
2023-01-02T11:00:00,20.796690761015622,65,1013.25,3.0,0,0,123.29904054014094,224.4358586537059,67.33075759611177,0,0,0,0.5
2023-01-02T12:00:00,21.59128387400508,65,1013.25,3.0,0,0,101.74316082071384,196.35154253246273,58.90546275973882,0,0,0,0.5
2023-01-02T13:00:00,22.090785986528225,65,1013.25,3.0,0,0,61.30583383126155,135.9248058929551,40.77744176788653,0,0,0,0.5
2023-01-02T14:00:00,22.261156855082884,65,1013.25,3.0,0,0,16.665196166261076,47.27363097726168,14.182089293178505,0,0,0,0.5
2023-01-02T15:00:00,22.090785986528225,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-02T16:00:00,21.59128387400508,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-02T17:00:00,20.796690761015622,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-02T18:00:00,19.761156855082884,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
2023-01-02T19:00:00,18.555252080595487,65,1013.25,3.0,0,0,0.0,0.0,0.0,0,0,0,0.5
